Names,Age,Total_Purchase,Account_Manager,Years,Num_Sites,Onboard_date,Location,Company,Churn,State,City,Tenure,Agegroup,Spendperyear,Siteperyear,HasAccountManager,Onboard_year,OnboardQuarter,CompanyRisk,EngagementScore,LoyaltyScore
Susan Lucero,48,8824.84,1,5.93,7,2014-01-15 02:11:00,"043 Anne Radial Ryanside, MN 70005-6155","Carpenter, Tran and Nelson",0,MN,Ryanside,5-10years,45-55,1488.17,1.2,Yes,2014,1,0.0,41.51,1273.43
George Parker,46,9737.34,1,5.17,8,2015-03-29 06:41:00,USCGC Walker FPO AA 31720,"Chavez, Ross and Howard",0,,31720,5-10years,45-55,1883.43,1.5,Yes,2015,1,0.0,41.36,1578.18
Zachary Sanchez,49,8131.64,1,7.1,7,2011-04-27 00:14:00,"39704 Troy Pines Suite 887 South Amber, WI 13510",Dawson-Porter,0,WI,Amber,5-10years,45-55,1145.3,1.0,Yes,2011,2,0.0,49.699999999999996,1003.91
Tamara Williams,31,12264.68,1,5.88,8,2014-01-14 14:18:00,"524 Taylor Lights Garrettfort, IA 35266",Tucker PLC,0,IA,Garrettfort,5-10years,25-35,2085.83,1.4,Yes,2014,1,0.0,47.04,1782.66
Kathleen Marquez,35,3825.7,0,4.28,8,2006-05-15 18:02:00,"984 Gallagher Circle Port Gregorytown, MD 59029","Steele, Nguyen and Lewis",0,MD,Gregorytown,3-5years,35-45,893.86,1.9,No,2006,2,0.0,34.24,724.56
Carrie Williams,44,11597.38,0,3.45,7,2006-07-03 22:29:00,"895 Miller Key Suite 001 Port Craigport, TX 36874",Tucker Inc,0,TX,Craigport,3-5years,35-45,3361.56,2.0,No,2006,3,0.0,24.150000000000002,2606.15
Joel Johnson,55,5977.46,1,5.02,7,2010-04-03 05:46:00,"79373 Emily Parks Apt. 387 Greerfort, KS 65696-2400",Jenkins Group,0,KS,Greerfort,5-10years,55-65,1190.73,1.4,Yes,2010,2,0.0,35.14,992.93
Joshua Cooper,41,9608.45,0,5.81,7,2008-10-26 14:34:00,"097 Sherry Stream Apt. 739 North Annebury, ID 33014-7371",Patel-Frederick,0,ID,Annebury,5-10years,35-45,1653.78,1.2,No,2008,4,0.0,40.669999999999995,1410.93
Amber Evans,37,10348.37,1,7.65,6,2006-04-20 00:24:00,"1753 John Lights Suite 716 New Bradleyberg, TN 82631-5891",Weiss-Kelly,0,TN,Bradleyberg,5-10years,35-45,1352.73,0.8,Yes,2006,2,0.0,45.900000000000006,1196.34
John Hawkins,41,13135.26,1,5.27,9,2014-05-01 13:07:00,"941 Alan Glens Suite 569 Shannonborough, NM 03091-2099",Smith Ltd,0,NM,Shannonborough,5-10years,35-45,2492.46,1.7,Yes,2014,2,0.0,47.42999999999999,2094.94
Scott Ingram,34,12760.01,0,3.87,8,2007-02-02 12:44:00,"574 Lee Corners Apt. 841 Russellborough, NV 32119",Carlson-Johnson,0,NV,Russellborough,3-5years,25-35,3297.16,2.1,No,2007,1,0.0,30.96,2620.13
Steven Blankenship,39,9848.4,1,6.73,10,2011-03-28 01:58:00,"2165 Williams Vista Apt. 849 South Colleen, GU 38418-9285",Baker-Rios,0,GU,Colleen,5-10years,35-45,1463.36,1.5,Yes,2011,1,0.0,67.30000000000001,1274.05
Bailey Carroll,37,11517.19,1,8.34,11,2009-08-16 05:26:00,"3738 Kiara Rue Suite 215 South Connor, VA 29347",Lutz Inc,0,VA,Connor,5-10years,35-45,1380.96,1.3,Yes,2009,3,0.0,91.74,1233.1
Barbara Watkins,37,8316.89,0,3.6,8,2014-09-17 10:05:00,"86043 Michael Ridge Lindseyland, SD 36903-4426","Benitez, Durham and Lee",0,SD,Lindseyland,3-5years,35-45,2310.25,2.2,No,2014,3,0.0,28.8,1808.02
James Wallace,40,7762.73,1,4.66,10,2008-07-26 03:12:00,"0613 Kidd Springs Apt. 467 Nicholasville, VI 42395","Williams, Huffman and Gibson",0,VI,Nicholasville,3-5years,35-45,1665.82,2.1,Yes,2008,3,0.0,46.6,1371.51
Joshua Brown DVM,49,13510.96,1,6.39,9,2006-09-24 02:31:00,"4708 Walker Underpass Apt. 264 West David, NE 49246-4362","Shaw, Williams and Andrade",0,NE,David,5-10years,45-55,2114.39,1.4,Yes,2006,3,0.0,57.51,1828.28
Whitney Kennedy,42,10442.37,0,5.58,5,2006-05-04 12:31:00,"6414 Jesus Knoll Apt. 139 Downsshire, VT 78464",Bates-Underwood,0,VT,Downsshire,5-10years,35-45,1871.39,0.9,No,2006,2,0.0,27.9,1586.99
David Allen,35,10550.87,1,5.72,9,2010-04-21 15:26:00,"2900 Daniel Extension South Theodorefurt, OH 44883",Smith PLC,0,OH,Theodorefurt,5-10years,35-45,1844.56,1.6,Yes,2010,2,0.0,51.48,1570.07
Joshua Brown,31,5304.6,0,5.29,9,2008-04-13 02:54:00,"0495 Jessica Forge Toddfort, VT 54080-8512",Wang and Sons,0,VT,Toddfort,5-10years,25-35,1002.76,1.7,No,2008,2,0.0,47.61,843.34
Cristian Sanchez,44,10157.21,0,6.14,7,2006-05-10 17:23:00,"78444 Carla Ports Suite 763 Savagechester, IL 62536",Thornton and Sons,0,IL,Savagechester,5-10years,35-45,1654.27,1.1,No,2006,2,0.0,42.98,1422.58
Stephanie Martinez,42,12975.35,1,4.47,7,2006-09-19 17:17:00,"533 Smith Hills South Antonioview, WA 32566-3457","Nash, Grant and Chen",0,WA,Antonioview,3-5years,35-45,2902.76,1.6,Yes,2006,3,0.0,31.29,2372.09
Christine Jenkins,38,6574.25,0,6.18,9,2008-12-15 20:01:00,"3542 Dawn Lane Williamchester, UT 01039","English, King and Green",0,UT,Williamchester,5-10years,35-45,1063.79,1.5,No,2008,4,0.0,55.62,915.63
Michelle Davis,33,12638.51,1,5.01,8,2006-08-11 06:36:00,"9180 Amanda Prairie Apt. 887 Grayborough, WA 18335",Watts-Kennedy,0,WA,Grayborough,5-10years,25-35,2522.66,1.6,Yes,2006,3,0.0,40.08,2102.91
Adam Porter,48,10746.37,1,4.22,8,2006-02-18 01:22:00,"92600 Kevin Cape South Sandraberg, NH 47456-5208",Anthony-Wood,0,NH,Sandraberg,3-5years,45-55,2546.53,1.9,Yes,2006,1,0.0,33.76,2058.69
David Murray,46,12873.63,1,5.73,7,2006-10-19 06:20:00,"8008 Steven Shore North Richard, PW 07747","Lawson, Lee and Robertson",0,PW,Richard,5-10years,45-55,2246.71,1.2,Yes,2006,4,0.0,40.11,1912.87
Cynthia Wood,49,12681.35,0,3.68,5,2014-05-24 05:29:00,"589 Mary Vista Lake Craig, CO 88641","Washington, Mcdaniel and Lambert",0,CO,Craig,3-5years,45-55,3446.02,1.4,No,2014,2,0.0,18.400000000000002,2709.69
Kenneth Johns,46,7730.53,1,5.3,8,2008-10-30 12:58:00,"226 Riley Neck Suite 180 Kristopherbury, LA 76071",Campbell-Moore,0,LA,Kristopherbury,5-10years,45-55,1458.59,1.5,Yes,2008,4,0.0,42.4,1227.07
Jason Dickson,46,8603.6,0,6.44,9,2012-03-19 22:07:00,"645 Jasmine Brook Cesarbury, AZ 68978-8729",Ayers Ltd,0,AZ,Cesarbury,5-10years,45-55,1335.96,1.4,No,2012,1,0.0,57.96,1156.4
Johnny Jones,42,8218.63,0,5.9,9,2007-12-27 06:36:00,"275 Mitchell Stravenue Barnesmouth, AZ 23615",Taylor Group,0,AZ,Barnesmouth,5-10years,35-45,1392.99,1.5,No,2007,4,0.0,53.1,1191.11
Rodney Miller,34,9401.99,1,8.25,9,2012-06-30 00:44:00,"10592 Kimberly Fields Suite 700 New Ericchester, GA 52658-8666","Leonard, Martinez and Bush",0,GA,Ericchester,5-10years,25-35,1139.64,1.1,Yes,2012,2,0.0,74.25,1016.43
Tracy Jones,39,6127.84,0,4.22,9,2011-08-01 01:56:00,"417 Eric Overpass Williamfurt, MT 69664","Thompson, Bailey and Hernandez",0,MT,Williamfurt,3-5years,35-45,1452.09,2.1,No,2011,3,0.0,37.98,1173.92
Greg Swanson,44,11794.91,0,6.32,6,2013-02-20 19:36:00,"446 Rodney Ridge Suite 282 West Williamside, MA 83236",Jackson-Garcia,0,MA,Williamside,5-10years,35-45,1866.28,0.9,No,2013,1,0.0,37.92,1611.33
Bradley Bennett,41,8143.38,1,2.64,5,2008-11-11 18:59:00,"04046 Shelby Rapid Blackport, KS 68644","Fisher, Moore and Miles",0,KS,Blackport,1-3years,35-45,3084.61,1.9,Yes,2008,4,0.0,13.200000000000001,2237.19
Michael Anderson,40,11873.76,1,6.5,8,2011-08-22 14:22:00,"92927 Chavez Fork Brownhaven, WV 20848-9320","Matthews, Burns and Miller",0,WV,Brownhaven,5-10years,35-45,1826.73,1.2,Yes,2011,3,0.0,52.0,1583.17
Katherine Sandoval,22,11254.38,1,4.96,8,2012-06-23 08:40:00,"3092 Theresa Neck Carrilloport, RI 12639-5926","Monroe, Ferguson and White",0,RI,Carrilloport,3-5years,<25,2269.03,1.6,Yes,2012,2,0.0,39.68,1888.32
James Hensley,46,8951.42,0,4.13,8,2009-03-06 01:34:00,"62940 Hill Alley Apt. 148 South Laurahaven, OR 94753-3273",Leblanc-Torres,0,OR,Laurahaven,3-5years,45-55,2167.41,1.9,No,2009,1,0.0,33.04,1744.92
Christopher Beasley,43,8662.18,1,7.31,8,2010-04-17 08:59:00,"3589 Ashley Crest Suite 345 North Jennifer, OH 77938",Harris Inc,0,OH,Jennifer,5-10years,35-45,1184.98,1.1,Yes,2010,2,0.0,58.48,1042.38
Kayla Lopez,41,8427.12,0,4.37,6,2012-01-15 12:01:00,USNS Mckenzie FPO AA 31440-7156,Castro PLC,0,,31440-7156,3-5years,35-45,1928.4,1.4,No,2012,1,0.0,26.22,1569.3
Jonathan Ali,55,11555.42,0,4.86,10,2006-10-28 02:07:00,Unit 7484 Box 5607 DPO AP 65812,"Osborne, Bailey and Lam",0,,65812,3-5years,55-65,2377.66,2.1,No,2006,4,0.0,48.6,1971.91
Kenneth Wilkerson,42,11670.32,0,5.51,7,2014-05-08 21:37:00,Unit 8005 Box 5636 DPO AA 90315-7695,"Aguilar, Kelly and Fuentes",0,,90315-7695,5-10years,35-45,2118.03,1.3,No,2014,2,0.0,38.57,1792.68
Alex Banks,36,8918.52,0,3.62,8,2016-09-18 16:37:00,"2109 Moore Lights North Heatherberg, NY 99942",Jones-Meyers,0,NY,Heatherberg,3-5years,35-45,2463.68,2.2,No,2016,3,0.0,28.96,1930.42
Brendan Higgins,34,13976.64,0,5.16,8,2010-12-24 13:44:00,"10155 Alison Tunnel Suite 682 Gonzalesside, GA 06335",Ballard-Allen,0,GA,Gonzalesside,5-10years,25-35,2708.65,1.6,No,2010,4,0.0,41.28,2268.94
Monique Neal,44,6498.85,0,6.34,9,2008-03-19 07:19:00,"059 Sara Lodge Suite 123 Moorefurt, HI 95162-5163",Moreno-Jacobs,0,HI,Moorefurt,5-10years,35-45,1025.06,1.4,No,2008,1,0.0,57.06,885.4
Kristen Bishop,39,9303.36,0,4.19,10,2013-01-20 08:27:00,"91214 Samuel Hill Apt. 375 New Josephfurt, PA 94380",Underwood-Alvarado,0,PA,Josephfurt,3-5years,35-45,2220.37,2.4,No,2013,1,0.0,41.900000000000006,1792.55
Amber Martin,40,8083.76,0,4.76,7,2009-02-24 20:56:00,"5487 Rodriguez Fork Ballberg, MP 65143-5880",Kelly-Greene,0,MP,Ballberg,3-5years,35-45,1698.27,1.5,No,2009,1,0.0,33.32,1403.43
Eric Terry,42,16371.42,1,3.84,10,2014-12-18 16:51:00,"2384 Lucero Trafficway Suite 201 Campbellchester, SD 24554-7364",White-Thomas,0,SD,Campbellchester,3-5years,35-45,4263.39,2.6,Yes,2014,4,0.0,38.4,3382.52
Troy Ochoa,32,5756.12,0,5.9,8,2012-05-01 12:42:00,"35985 Strong Islands South Kennethshire, LA 68247-0544",Roberts-Schaefer,0,LA,Kennethshire,5-10years,25-35,975.61,1.4,No,2012,2,0.0,47.2,834.22
Michael Colon,41,9574.64,1,3.72,7,2016-07-04 20:08:00,"1293 John Tunnel Apt. 730 Lake Tara, NH 26653-6543",Guzman Group,0,NH,Tara,3-5years,35-45,2573.83,1.9,Yes,2016,3,0.0,26.040000000000003,2028.53
Charles Mcgrath,42,6623.97,0,5.4,8,2015-11-06 23:41:00,"324 Krista Springs South Antoniohaven, ME 39849",Adams-Gibbs,0,ME,Antoniohaven,5-10years,35-45,1226.66,1.5,No,2015,4,0.0,43.2,1035.0
Zachary Johnson,28,8670.98,0,3.99,6,2006-11-05 12:19:00,"88565 Wright Loop East Kyle, AS 27859",Johnson-Conley,0,AS,Kyle,3-5years,25-35,2173.18,1.5,No,2006,4,0.0,23.94,1737.67
Jennifer Bradley,48,10399.19,1,5.07,11,2015-03-01 14:16:00,"PSC 4851, Box 1322 APO AP 39599","Huff, Rowland and Taylor",0,Box,4851,5-10years,45-55,2051.12,2.2,Yes,2015,1,0.0,55.77,1713.21
Kenneth Sanchez,40,12542.76,1,5.03,8,2016-11-21 11:16:00,"832 Rachael Fort Suite 115 Lake Danielville, IL 18568-3278",Kelly Ltd,0,IL,Danielville,5-10years,35-45,2493.59,1.6,Yes,2016,4,0.0,40.24,2080.06
Colleen Morgan,46,11832.86,1,6.01,8,2007-12-20 04:37:00,"85111 Sims Tunnel New Davidton, NV 81446-6413","Macias, Mcpherson and Rowe",0,NV,Davidton,5-10years,45-55,1968.86,1.3,Yes,2007,4,0.0,48.08,1688.0
Jay Hunter,33,12249.96,0,2.96,8,2014-08-09 03:31:00,"1294 Greer Run Apt. 108 South Justin, FM 28734",Ayers-White,0,FM,Justin,1-3years,25-35,4138.5,2.7,No,2014,3,0.0,23.68,3093.42
Joshua Lang,49,11695.04,1,5.64,9,2007-10-12 01:48:00,"126 Mooney Corners Port Anthonyborough, SD 31819",Simmons and Sons,0,SD,Anthonyborough,5-10years,45-55,2073.59,1.6,Yes,2007,4,0.0,50.76,1761.3
Krista Ashley,41,9000.05,0,5.59,6,2013-10-02 08:18:00,"50771 Miller Mall East Lauraburgh, TX 75798-7004",Evans and Sons,0,TX,Lauraburgh,5-10years,35-45,1610.03,1.1,No,2013,4,0.0,33.54,1365.71
James Stevens,44,12400.33,1,5.18,3,2007-07-18 07:06:00,USNV Johnson FPO AA 53865-7362,Sims-Cole,0,,53865-7362,5-10years,35-45,2393.89,0.6,Yes,2007,3,0.0,15.54,2006.53
Megan Edwards,30,13473.35,0,3.84,10,2010-11-05 09:22:00,USNS Hill FPO AA 50331,Sanchez LLC,0,,50331,3-5years,25-35,3508.68,2.6,No,2010,4,0.0,38.4,2783.75
Vanessa Romero,44,12227.39,0,6.46,7,2009-10-12 23:22:00,"6571 Barbara Junctions Buckleychester, PA 35917-7024","Smith, Wilson and Reeves",0,PA,Buckleychester,5-10years,35-45,1892.78,1.1,No,2009,4,0.0,45.22,1639.06
Austin Branch,38,10788.67,0,4.98,7,2006-05-08 03:13:00,"29954 Burns Lake Apt. 491 Lake Dana, KY 85990",Daniels PLC,0,KY,Dana,3-5years,35-45,2166.4,1.4,No,2006,2,0.0,34.86,1804.13
Taylor Brown,37,10076.71,0,6.5,7,2013-01-17 12:39:00,"996 Lopez Place Davidfurt, SD 52712-6329","Villanueva, Woods and Johnson",0,SD,Davidfurt,5-10years,35-45,1550.26,1.1,No,2013,1,0.0,45.5,1343.56
William Pearson,28,11204.23,0,3.67,11,2012-10-25 20:54:00,"01565 Wilson Shoals Apt. 795 Port Eduardoview, ND 57078",Hernandez-Montgomery,0,ND,Eduardoview,3-5years,25-35,3052.92,3.0,No,2012,4,0.0,40.37,2399.19
Heidi Butler,39,14425.74,0,5.91,6,2009-05-03 10:23:00,"939 Elizabeth Tunnel Suite 840 Jamestown, MO 38646-5669",Gardner PLC,0,MO,Jamestown,5-10years,35-45,2440.9,1.0,No,2009,2,0.0,35.46,2087.66
John Williams,46,9988.68,1,5.44,8,2015-01-27 17:01:00,"99930 Ferrell Estate Suite 343 Kempberg, UT 24672-0591","Parker, Salas and Martinez",0,UT,Kempberg,5-10years,45-55,1836.15,1.5,Yes,2015,1,0.0,43.52,1551.04
Gina Johnson,43,8261.89,0,7.36,9,2008-03-25 15:58:00,"1975 Lawson Ford East Tylerchester, OK 01485",Nguyen-Pratt,0,OK,Tylerchester,5-10years,35-45,1122.54,1.2,No,2008,1,0.0,66.24000000000001,988.26
Brittany Walker,34,9779.12,0,5.89,9,2009-10-02 13:48:00,"2835 Laura Cape West Sean, PR 08293",Trevino LLC,0,PR,Sean,5-10years,25-35,1660.29,1.5,No,2009,4,0.0,53.01,1419.32
Lauren Campos,51,10328.42,1,5.12,7,2015-05-14 11:28:00,"123 Corey Divide Suite 626 New Hannahtown, KY 62519",Cannon Inc,0,KY,Hannahtown,5-10years,45-55,2017.27,1.4,Yes,2015,2,0.0,35.84,1687.65
Jennifer Garcia,38,12913.55,1,4.73,7,2007-11-16 01:02:00,"9071 Erickson Ridges Apt. 133 Glennberg, NE 87693",Williams LLC,0,NE,Glennberg,3-5years,35-45,2730.14,1.5,Yes,2007,4,0.0,33.11,2253.67
Mary Allen,37,7189.31,0,6.87,10,2016-01-02 20:36:00,"421 Scott Prairie Christinaville, FM 11471-2940","Alvarado, Davis and Johnson",0,FM,Christinaville,5-10years,35-45,1046.48,1.5,No,2016,1,0.0,68.7,913.51
Ethan Cordova,39,18026.01,1,3.82,9,2016-02-28 07:42:00,"482 Wells Mountain New Jason, AL 66002",Scott PLC,0,AL,Jason,3-5years,35-45,4718.85,2.4,Yes,2016,1,0.0,34.379999999999995,3739.84
Anthony Molina,26,8939.61,0,4.54,7,2007-09-22 09:46:00,"255 Olson Mountain Maryshire, WA 83173-0377","Brown, Johnson and Fowler",0,WA,Maryshire,3-5years,25-35,1969.08,1.5,No,2007,3,0.0,31.78,1613.65
David Compton,50,11294.45,1,2.17,10,2013-07-08 17:40:00,"292 John Course Apt. 691 Avilaburgh, ME 94092-4006",Larsen PLC,0,ME,Avilaburgh,1-3years,45-55,5204.82,4.6,Yes,2013,3,0.0,21.7,3562.92
Garrett Walker,42,8271.02,0,4.24,9,2013-10-09 13:57:00,"561 Michael Alley Robinsonmouth, WA 87560",Hunt-Jarvis,0,WA,Robinsonmouth,3-5years,35-45,1950.71,2.1,No,2013,4,0.0,38.160000000000004,1578.44
Benjamin Richard,44,5002.58,0,4.57,11,2009-09-24 19:34:00,"341 Horne Parks Apt. 964 Wallermouth, AZ 23035","Johns, Ross and Harris",0,AZ,Wallermouth,3-5years,35-45,1094.66,2.4,No,2009,3,0.0,50.27,898.13
Timothy Brown,45,11187.93,1,4.95,9,2015-09-27 20:20:00,"7800 Riley Square Apt. 303 Jacquelineberg, HI 08954-7689","Roberts, Delgado and Burch",0,HI,Jacquelineberg,3-5years,45-55,2260.19,1.8,Yes,2015,3,0.0,44.550000000000004,1880.32
Beth Barnes,51,9764.39,1,6.03,8,2014-06-30 06:15:00,"763 Jillian Vista Suite 240 East Kurt, VI 53651","Allen, Parker and Washington",0,VI,Kurt,5-10years,45-55,1619.3,1.3,Yes,2014,2,0.0,48.24,1388.96
Patricia Combs,44,8917.57,0,4.28,6,2006-07-19 10:37:00,Unit 1984 Box 6538 DPO AE 54529-1395,Mcintosh LLC,0,,54529-1395,3-5years,35-45,2083.54,1.4,No,2006,3,0.0,25.68,1688.93
Brian Hill,37,9499.3,1,6.81,8,2015-03-09 18:14:00,"357 Mcfarland Squares Apt. 356 West Elizabethmouth, DE 60392","Lee, Valencia and Wood",0,DE,Elizabethmouth,5-10years,35-45,1394.9,1.2,Yes,2015,1,0.0,54.48,1216.3
Nathaniel Sanchez,41,8502.52,0,6.0,10,2007-10-18 21:47:00,"58383 Clark Bridge Suite 540 East Jordan, IL 77693","Gutierrez, Gray and Morris",0,IL,Jordan,5-10years,35-45,1417.09,1.7,No,2007,4,0.0,60.0,1214.65
Tammy Pope,45,9576.07,1,7.01,8,2007-06-07 06:17:00,"9490 Kathryn Tunnel Suite 480 Shaneland, GA 26165-9694","Hays, Henson and Shelton",0,GA,Shaneland,5-10years,45-55,1366.06,1.1,Yes,2007,2,0.0,56.08,1195.51
Denise Watkins,47,9451.03,0,5.11,10,2006-06-28 17:50:00,"PSC 9819, Box 2842 APO AE 04352-2576",Price-Webb,0,Box,9819,5-10years,45-55,1849.52,2.0,No,2006,2,0.0,51.1,1546.81
Mrs. Elizabeth Salas,48,9722.23,1,5.98,6,2013-12-21 22:15:00,"393 Underwood Court Apt. 802 East Christopher, FM 75364",Hall-Berger,0,FM,Christopher,5-10years,45-55,1625.79,1.0,Yes,2013,4,0.0,35.88,1392.87
Jessica Morales,49,11227.48,0,5.1,9,2011-08-16 08:46:00,"1384 Wendy Ferry West Ryanburgh, ID 88650",Barrera-Hamilton,0,ID,Ryanburgh,5-10years,45-55,2201.47,1.8,No,2011,3,0.0,45.9,1840.57
Mark Murphy,47,10718.97,0,5.74,7,2014-05-24 14:54:00,"64471 Joel Bypass Apt. 162 Lake Alyssabury, WA 71324-8954",Moore-Rios,0,WA,Alyssabury,5-10years,45-55,1867.42,1.2,No,2014,2,0.0,40.18,1590.35
Deborah Morgan,40,11799.72,0,3.0,8,2016-10-02 23:17:00,"773 Davis Ways Apt. 519 West Jamesbury, AR 35583","Wright, Lambert and Mcknight",0,AR,Jamesbury,3-5years,35-45,3933.24,2.7,No,2016,4,0.0,24.0,2949.93
Kiara Vasquez,38,13074.81,1,4.67,7,2011-05-07 04:27:00,"79384 York Cliff Suite 810 Lake Kristen, SC 81231-6853","Gonzales, Fuller and Cole",0,SC,Kristen,3-5years,35-45,2799.75,1.5,Yes,2011,2,0.0,32.69,2305.96
Zachary Howard,49,9000.36,0,4.13,11,2013-03-23 09:19:00,"PSC 9781, Box 0250 APO AP 24732","Peterson, Morgan and Wilson",0,Box,9781,3-5years,45-55,2179.26,2.7,No,2013,1,0.0,45.43,1754.46
Vanessa Myers,39,13731.45,1,8.15,10,2011-09-27 06:52:00,"1150 Archer Point Suite 946 Marksfurt, MH 51860",Welch-Larsen,0,MH,Marksfurt,5-10years,35-45,1684.84,1.2,Yes,2011,3,0.0,81.5,1500.7
Beverly Hall,33,8556.73,0,4.21,9,2007-02-23 10:47:00,"145 Kelly Crest Apt. 419 Madelinehaven, OH 55835-0109","Johnson, Ingram and Hart",0,OH,Madelinehaven,3-5years,25-35,2032.48,2.1,No,2007,1,0.0,37.89,1642.37
Kristin Williams,37,12410.67,0,6.12,6,2014-12-30 04:56:00,"942 Becker Inlet West Cassandramouth, NH 64437-6741",Warner Group,0,NH,Cassandramouth,5-10years,35-45,2027.89,1.0,No,2014,4,0.0,36.72,1743.07
Mrs. Sherri Zhang,48,11316.41,1,4.74,10,2008-07-19 16:08:00,Unit 8716 Box 6865 DPO AE 33780,"Rodriguez, Acosta and Guerra",0,,33780,3-5years,45-55,2387.43,2.1,Yes,2008,3,0.0,47.400000000000006,1971.5
Charles Schultz,35,13035.91,1,5.51,6,2015-09-22 23:07:00,"PSC 1774, Box 1074 APO AA 11178-4877",Vargas and Sons,0,Box,1774,5-10years,35-45,2365.86,1.1,Yes,2015,3,0.0,33.06,2002.44
Manuel Williams,36,5695.21,0,4.1,7,2006-05-06 01:17:00,"880 Teresa Harbors New Deborah, PA 97964-1536",Jackson Ltd,0,PA,Deborah,3-5years,35-45,1389.08,1.7,No,2006,2,0.0,28.699999999999996,1116.71
Kevin Hardy,43,6411.25,0,2.82,7,2014-08-08 14:46:00,"3070 Matthew Stream Suite 892 Mendozahaven, UT 47622",Rice PLC,0,UT,Mendozahaven,1-3years,35-45,2273.49,2.5,No,2014,3,0.0,19.74,1678.34
Ann Johnson,42,9091.99,0,5.85,6,2014-03-27 05:11:00,"2091 Sims Ranch Lauraborough, KS 59292-0985",Walker Ltd,0,KS,Lauraborough,5-10years,35-45,1554.19,1.0,No,2014,1,0.0,35.099999999999994,1327.3
David Anderson,39,11680.91,1,6.35,7,2008-07-04 02:41:00,"63410 Mark Rapids North Christopherbury, NV 91856-5125",Smith LLC,0,NV,Christopherbury,5-10years,35-45,1839.51,1.1,Yes,2008,3,0.0,44.449999999999996,1589.24
Nicholas Porter,44,8841.3,1,6.08,7,2008-02-04 15:07:00,Unit 8567 Box 8741 DPO AA 63221,Thompson-Savage,0,,63221,5-10years,35-45,1454.16,1.2,Yes,2008,1,0.0,42.56,1248.77
Jose Gutierrez,51,7985.76,1,3.48,8,2006-07-28 15:47:00,"481 Andrews Freeway Apt. 222 Lake Alyssaburgh, TN 57832-1720","Smith, Phillips and Smith",0,TN,Alyssaburgh,3-5years,45-55,2294.76,2.3,Yes,2006,3,0.0,27.84,1782.54
Sarah Burns,35,11814.59,0,5.89,6,2013-06-28 13:22:00,"01740 Cynthia Rest Apt. 545 Bassburgh, MN 95437-1761",Frey-Burke,0,MN,Bassburgh,5-10years,35-45,2005.87,1.0,No,2013,2,0.0,35.339999999999996,1714.74
Dana Bailey,52,7077.34,1,5.6,8,2015-11-08 06:57:00,"61381 Cassandra Cliffs Apt. 605 West Frederickberg, PW 73455-0264","Gibson, Frost and Rivera",0,PW,Frederickberg,5-10years,45-55,1263.81,1.4,Yes,2015,4,0.0,44.8,1072.32
Diana Jackson,51,9879.37,0,3.55,10,2008-02-11 07:28:00,USNS Burnett FPO AA 61045,Stephens-Chavez,0,,61045,3-5years,45-55,2782.92,2.8,No,2008,1,0.0,35.5,2171.29
Scott Love,28,11128.95,1,5.12,8,2009-04-13 23:47:00,Unit 7738 Box 0206 DPO AA 88767-0662,Williams-Johnson,0,,88767-0662,5-10years,25-35,2173.62,1.6,Yes,2009,2,0.0,40.96,1818.46
Doris Zimmerman,40,11575.55,1,5.22,5,2015-03-10 20:16:00,"3536 Rivera Springs Suite 771 New Marcusville, HI 22211-1439",Mitchell-Adams,0,HI,Marcusville,5-10years,35-45,2217.54,1.0,Yes,2015,1,0.0,26.099999999999998,1861.02
Jeffrey Trevino,37,13268.55,0,3.92,11,2016-03-08 21:48:00,"0295 Mason Vista Suite 110 Ryanbury, IA 14087",Price-Ramirez,0,IA,Ryanbury,3-5years,35-45,3384.83,2.8,No,2016,1,0.0,43.12,2696.86
Anthony Vega,44,9351.88,1,4.32,6,2011-08-16 19:16:00,"PSC 9086, Box 2290 APO AP 24944-0330",Hall Group,0,Box,9086,3-5years,35-45,2164.79,1.4,Yes,2011,3,0.0,25.92,1757.87
James Owen,43,9735.41,0,6.12,8,2010-10-27 18:11:00,"802 Jeffrey Valleys Kevinbury, WV 86701-9336","Olson, Ortega and Hester",0,WV,Kevinbury,5-10years,35-45,1590.75,1.3,No,2010,4,0.0,48.96,1367.33
Aaron Meyer,45,9598.03,0,5.0,7,2010-07-17 03:30:00,"35821 Bailey Skyway Alexisstad, NH 81472","Steele, Bates and Lane",0,NH,Alexisstad,5-10years,45-55,1919.61,1.4,No,2010,3,0.0,35.0,1599.67
Holly Hill,43,5805.53,0,5.44,5,2014-11-27 17:12:00,"6985 Kevin Flat South Debra, CO 13171",Shaw LLC,0,CO,Debra,5-10years,35-45,1067.19,0.9,No,2014,4,0.0,27.200000000000003,901.48
Andrew Leonard,41,14099.03,1,4.56,7,2016-03-02 16:50:00,Unit 6154 Box 5113 DPO AP 65306-0703,"Cruz, Carter and Washington",0,,65306-0703,3-5years,35-45,3091.89,1.5,Yes,2016,1,0.0,31.919999999999998,2535.8
Jessica Leon,49,8523.04,1,4.15,5,2014-09-03 01:12:00,"PSC 3040, Box 9946 APO AP 11064-1547",Williams-Moreno,0,Box,3040,3-5years,45-55,2053.74,1.2,Yes,2014,3,0.0,20.75,1654.96
Amy Garcia,42,6406.38,0,3.0,9,2007-03-09 23:50:00,"12223 Sean Valley Suite 960 Johnland, IA 33208",Barker Ltd,0,IA,Johnland,3-5years,35-45,2135.46,3.0,No,2007,1,0.0,27.0,1601.6
